Instance,LB,ILB,TLB,UP,IUP,TUP,GAP,ITER,TIME,OPTG,OPTS
Spd_RF2_500_534_5011,134.25,1,0,147,7366,0,12.75,190200,10,0,0
Spd_RF2_500_534_5019,133.55,1,0,146,1976,0,12.45,253309,10,0,0
Spd_RF2_500_534_5027,135.07,1,0,145,117051,4,9.93,213933,10,0,0
Spd_RF2_500_534_5035,137.57,1,0,150,1,0,12.43,203632,10,0,0
Spd_RF2_500_534_5043,132.52,1,0,147,29,0,14.48,164478,10,0,0
Spd_RF2_500_568_5051,109.38,1,0,132,26714,1,22.62,144015,10,0,0
Spd_RF2_500_568_5059,107.28,1,0,132,2968,0,24.72,158362,10,0,0
Spd_RF2_500_568_5067,109.02,1,0,136,0,0,26.98,152174,10,0,0
Spd_RF2_500_568_5075,112.07,1,0,134,6,0,21.93,118685,10,0,0
Spd_RF2_500_568_5083,111.15,1,0,131,4,0,19.85,209368,10,0,0
Spd_RF2_500_603_5091,93.34,1,0,127,21033,1,33.66,184082,10,0,0
Spd_RF2_500_603_5099,91.25,1,0,121,4,0,29.75,185053,10,0,0
Spd_RF2_500_603_5107,91.48,1,0,125,33080,1,33.52,184530,10,0,0
Spd_RF2_500_603_5115,91.19,3,0,123,53910,2,31.81,181382,10,0,0
Spd_RF2_500_603_5123,84.95,1,0,122,70661,3,37.05,182719,10,0,0
Spd_RF2_500_637_5131,78.29,3,0,117,10,0,38.71,146490,10,0,0
Spd_RF2_500_637_5139,75.04,3,0,114,13,0,38.96,150938,10,0,0
Spd_RF2_500_637_5147,75.03,40,0,110,4,0,34.97,120666,10,0,0
Spd_RF2_500_637_5155,67.14,7,0,113,9652,0,45.86,122231,10,0,0
Spd_RF2_500_637_5163,70.29,2772,0,110,4,0,39.71,142966,10,0,0
Spd_RF2_500_672_5171,59.36,11,0,110,0,0,50.64,141866,10,0,0
Spd_RF2_500_672_5179,55.38,11,0,104,3,0,48.62,149656,10,0,0
Spd_RF2_500_672_5187,49.64,9,0,106,6,0,56.36,155701,10,0,0
Spd_RF2_500_672_5195,58.43,15,0,106,11,0,47.57,157122,10,0,0
Spd_RF2_500_672_5203,57.1,11973,0,106,9,0,48.9,160630,10,0,0
Spd_RF2_60_107_1131,0.03,722150,5,7,391679,3,6.97,1233188,10,0,0
Spd_RF2_60_107_1139,2.12,952133,7,7,28020,0,4.88,1112702,10,0,0
Spd_RF2_60_107_1147,0.51,49,0,7,419,0,6.49,1164768,10,0,0
Spd_RF2_60_107_1155,1.99,594126,4,6,275906,1,4.01,1191932,10,0,0
Spd_RF2_60_107_1163,1.58,29,0,6,901582,8,4.42,1031037,10,0,0
Spd_RF2_60_119_1171,0.24,40,0,6,93975,1,5.76,980039,10,0,0
Spd_RF2_60_119_1179,0.13,41,0,6,183610,2,5.87,908374,10,0,0
Spd_RF2_60_119_1187,0.92,369122,4,6,251927,2,5.08,955970,10,0,0
Spd_RF2_60_119_1195,0.09,30,0,7,145276,1,6.91,1069533,10,0,0
Spd_RF2_60_119_1203,0.17,48,0,8,12,0,7.83,856853,10,0,0
Spd_RF2_60_71_1011,8.9,1,0,12,1,0,3.1,1694844,10,0,0
Spd_RF2_60_71_1019,12.14,31,0,14,14,0,1.86,1893983,10,0,0
Spd_RF2_60_71_1027,10.67,6,0,14,2,0,3.33,2429917,10,0,0
Spd_RF2_60_71_1035,9.47,1,0,13,7,0,3.53,3265743,10,0,0
Spd_RF2_60_71_1043,14.08,1,0,15,1,0,0.92,1,0,1,0
Spd_RF2_60_83_1051,4.43,13,0,9,2734,0,4.57,1620818,10,0,0
Spd_RF2_60_83_1059,5,3068,0,8,981594,7,3,1358361,10,0,0
Spd_RF2_60_83_1067,6,137870,1,11,7,0,5,1273895,10,0,0
Spd_RF2_60_83_1075,7.55,47,0,12,9,0,4.45,1891906,10,0,0
Spd_RF2_60_83_1083,6.09,45,0,8,860211,6,1.91,1410370,10,0,0
Spd_RF2_60_95_1091,3.33,61,0,9,465,0,5.67,1223995,10,0,0
Spd_RF2_60_95_1099,2.62,267623,2,8,189,0,5.38,1260571,10,0,0
Spd_RF2_60_95_1107,0.32,26,0,6,116786,0,5.68,1176731,10,0,0
Spd_RF2_60_95_1115,5.02,1265610,9,8,3,0,2.98,1271774,10,0,0
Spd_RF2_60_95_1123,2.14,122722,1,8,19123,0,5.86,1302407,10,0,0
Spd_RF2_80_106_1451,6.62,10,0,15,13,0,8.38,2264221,10,0,0
Spd_RF2_80_106_1459,10.35,52,0,13,43928,0,2.65,1035418,10,0,0
Spd_RF2_80_106_1467,9,39,0,16,16,0,7,1135520,10,0,0
Spd_RF2_80_106_1475,10.26,66,0,14,15694,0,3.74,982295,10,0,0
Spd_RF2_80_106_1483,8.29,3,0,14,15795,0,5.71,996433,10,0,0
Spd_RF2_80_120_1491,4.36,64,0,12,215,0,7.64,1250677,10,0,0
Spd_RF2_80_120_1499,3.99,299321,3,13,248294,2,9.01,858833,10,0,0
Spd_RF2_80_120_1507,5,579725,6,13,193424,2,8,956119,10,0,0
Spd_RF2_80_120_1515,5.55,20,0,13,43904,0,7.45,1083750,10,0,0
Spd_RF2_80_120_1523,6.19,67652,0,13,69520,0,6.81,562836,10,0,0
Spd_RF2_80_133_1531,1.91,34,0,9,147417,1,7.09,319290,10,0,0
Spd_RF2_80_133_1539,2.17,29586,6,10,27944,6,7.83,44457,10,0,0
Spd_RF2_80_133_1547,1.41,33,0,10,23,0,8.59,55608,10,0,0
Spd_RF2_80_133_1555,2.15,41,0,10,4,0,7.85,776816,10,0,0
Spd_RF2_80_133_1563,4.97,700312,7,11,314045,3,6.03,989373,10,0,0
Spd_RF2_80_147_1571,0.12,40,0,10,144006,2,9.88,802040,10,0,0
Spd_RF2_80_147_1579,2.99,264218,2,11,5877,0,8.01,684137,10,0,0
Spd_RF2_80_147_1587,1.06,33,0,10,31346,0,8.94,712766,10,0,0
Spd_RF2_80_147_1595,1.3,36,0,10,400191,5,8.7,673601,10,0,0
Spd_RF2_80_147_1603,1.17,30,0,9,75874,1,7.83,766293,10,0,0
Spd_RF2_80_93_1411,13.67,1,0,16,2669,0,2.33,1578272,10,0,0
Spd_RF2_80_93_1419,13.53,1,0,18,2,0,4.47,2141092,10,0,0
Spd_RF2_80_93_1427,16,40,0,18,0,0,2,2031341,10,0,0
Spd_RF2_80_93_1435,13.13,1,0,17,7,0,3.87,2083993,10,0,0
Spd_RF2_80_93_1443,13.9,1,0,19,25,0,5.1,1382883,10,0,0
,,,,,,,,,,8,
