Instance,LB,ILB,TLB,UP,IUP,TUP,GAP,ITER,TIME,OPTG,OPTS
Spd_RF2_500_568_5067,53.02,1,0,126,8,0,72.98,4735,10,0,0
Spd_RF2_500_568_5075,54.43,1,0,126,12,0,71.57,7617,10,0,0
Spd_RF2_500_568_5083,53.29,1,0,125,9,0,71.71,7844,10,0,0
Spd_RF2_500_603_5091,44.57,1,0,118,0,0,73.43,7905,10,0,0
Spd_RF2_500_603_5099,42.91,1,0,114,2,0,71.09,6895,10,0,0
Spd_RF2_500_603_5107,43.36,1,0,116,1,0,72.64,6282,10,0,0
Spd_RF2_500_603_5115,43.11,1,0,115,2,0,71.89,4416,10,0,0
Spd_RF2_500_603_5123,41.08,1,0,111,2,0,69.92,8104,10,0,0
Spd_RF2_500_637_5131,34.25,1,0,101,5,0,66.75,3515,10,0,0
Spd_RF2_500_637_5139,33.87,1,0,104,3,0,70.13,4400,10,0,0
Spd_RF2_500_637_5147,32.53,1,0,101,9,0,68.47,3671,10,0,0
Spd_RF2_500_637_5155,31.33,1,0,100,6,0,68.67,6358,10,0,0
Spd_RF2_500_637_5163,32.2,1,0,97,2,0,64.8,4232,10,0,0
Spd_RF2_500_672_5171,26.38,1,0,98,2,0,71.62,3086,10,0,0
Spd_RF2_500_672_5179,24.81,1,0,93,9,0,68.19,2512,10,0,0
Spd_RF2_500_672_5187,21.57,1,0,89,6,0,67.43,1635,10,0,0
Spd_RF2_500_672_5195,24.87,1,0,95,4,0,70.13,3702,10,0,0
Spd_RF2_500_672_5203,23.4,1,0,91,8,0,67.6,327,10,0,0
Spd_RF2_60_107_1131,-2.34,1,0,6,1,0,8.34,27096,10,0,0
Spd_RF2_60_107_1139,-1.42,1,0,6,911,0,7.42,175187,10,0,0
Spd_RF2_60_107_1147,-2.83,1,0,6,142,0,8.83,204746,10,0,0
Spd_RF2_60_107_1155,-1.93,1,0,7,1607,0,8.93,142939,10,0,0
Spd_RF2_60_107_1163,-1.71,1,0,7,246,0,8.71,197104,10,0,0
Spd_RF2_60_119_1171,-2.95,1,0,6,311,0,8.95,109749,10,0,0
Spd_RF2_60_119_1179,-2.9,74,0,5,11278,0,7.9,117496,10,0,0
Spd_RF2_60_119_1187,-2.66,97,0,6,11,0,8.66,41250,10,0,0
Spd_RF2_60_119_1195,-1.51,117,0,6,0,0,7.51,139706,10,0,0
Spd_RF2_60_119_1203,-3.24,1,0,6,78,0,9.24,140157,10,0,0
Spd_RF2_60_71_1011,4.49,1,0,11,1,0,6.51,314419,10,0,0
Spd_RF2_60_71_1019,5.1,1,0,14,0,0,8.9,260380,10,0,0
Spd_RF2_60_71_1027,4.95,1,0,13,1,0,8.05,579852,10,0,0
Spd_RF2_60_71_1035,4.33,1,0,12,1,0,7.67,159780,10,0,0
Spd_RF2_60_71_1043,5.68,1,0,15,8,0,9.32,32785,10,0,0
Spd_RF2_60_83_1051,1.75,1,0,10,1,0,8.25,187823,10,0,0
Spd_RF2_60_83_1059,1.69,1,0,8,0,0,6.31,231127,10,0,0
Spd_RF2_60_83_1067,1.74,1,0,10,44,0,8.26,260077,10,0,0
Spd_RF2_60_83_1075,2.77,1,0,11,17,0,8.23,14419,10,0,0
Spd_RF2_60_83_1083,1.49,1,0,9,684,0,7.51,18107,10,0,0
Spd_RF2_60_95_1091,-0.62,1,0,8,11,0,8.62,14731,10,0,0
Spd_RF2_60_95_1099,0.14,1,0,7,0,0,6.86,216247,10,0,0
Spd_RF2_60_95_1107,-1.03,1,0,6,0,0,7.03,282605,10,0,0
Spd_RF2_60_95_1115,-0.05,1,0,9,1,0,9.05,199679,10,0,0
Spd_RF2_60_95_1123,-0.37,1,0,7,0,0,7.37,246909,10,0,0
Spd_RF2_80_106_1451,2.96,1,0,14,0,0,11.04,214335,10,0,0
Spd_RF2_80_106_1459,3.62,1,0,14,2,0,10.38,176138,10,0,0
Spd_RF2_80_106_1467,3.68,1,0,15,7,0,11.32,134551,10,0,0
Spd_RF2_80_106_1475,3.69,1,0,14,5,0,10.31,163736,10,0,0
Spd_RF2_80_106_1483,3.8,1,0,13,1,0,9.2,192706,10,0,0
Spd_RF2_80_120_1491,-0.04,1,0,12,68,0,12.04,122816,10,0,0
Spd_RF2_80_120_1499,0.54,1,0,12,4,0,11.46,148643,10,0,0
Spd_RF2_80_120_1507,0.42,1,0,11,1937,0,10.58,110656,10,0,0
Spd_RF2_80_120_1515,1.8,1,0,12,8,0,10.2,121643,10,0,0
Spd_RF2_80_120_1523,0.94,1,0,12,2364,0,11.06,104390,10,0,0
Spd_RF2_80_133_1531,-1.64,1,0,10,1,0,11.64,153235,10,0,0
Spd_RF2_80_133_1539,-1.36,1,0,9,827,0,10.36,90835,10,0,0
Spd_RF2_80_133_1547,-1.91,1,0,8,0,0,9.91,90758,10,0,0
Spd_RF2_80_133_1555,-0.89,1,0,9,0,0,9.89,5692,10,0,0
Spd_RF2_80_133_1563,-1.24,1,0,9,0,0,10.24,58671,10,0,0
Spd_RF2_80_147_1571,-3.25,1,0,6,0,0,9.25,64007,10,0,0
Spd_RF2_80_147_1579,-4.56,72,0,10,4,0,14.56,58394,10,0,0
Spd_RF2_80_147_1587,-3.62,1,0,9,277,0,12.62,86237,10,0,0
Spd_RF2_80_147_1595,-3.41,1,0,8,0,0,11.41,127635,10,0,0
Spd_RF2_80_147_1603,-2.55,1,0,8,0,0,10.55,73353,10,0,0
Spd_RF2_80_93_1411,6.89,1,0,17,1,0,10.11,88016,10,0,0
Spd_RF2_80_93_1419,6.98,1,0,17,2,0,10.02,116443,10,0,0
Spd_RF2_80_93_1427,6.93,1,0,18,1,0,11.07,22712,10,0,0
Spd_RF2_80_93_1435,6.94,1,0,16,21,0,9.06,460821,10,0,0
Spd_RF2_80_93_1443,7.02,1,0,17,20,0,9.98,351277,10,0,0
,,,,,,,,,,2,
