Instance,LB,ILB,TLB,UP,IUP,TUP,GAP,ITER,TIME,OPTG,OPTS
Spd_RF2_500_672_5187,48.56,1,0,84,0,0,35.44,4324,10,0,0
Spd_RF2_500_672_5195,57.1,1,0,87,0,0,29.9,5423,10,0,0
Spd_RF2_500_672_5203,57,537,0,87,4,0,30,6445,10,0,0
Spd_RF2_60_107_1131,0,278,0,5,351,0,5,170109,10,0,0
Spd_RF2_60_107_1139,2,351,0,6,274,0,4,189212,10,0,0
Spd_RF2_60_107_1147,0,122,0,5,935,0,5,134702,10,0,0
Spd_RF2_60_107_1155,2,703,0,6,229,0,4,203957,10,0,0
Spd_RF2_60_107_1163,1,97,0,7,60,0,6,27260,10,0,0
Spd_RF2_60_119_1171,0,495,0,4,109,0,4,159788,10,0,0
Spd_RF2_60_119_1179,-0.16,223,0,5,102,0,5.16,165486,10,0,0
Spd_RF2_60_119_1187,1,176,0,5,132,0,4,151624,10,0,0
Spd_RF2_60_119_1195,0,154,0,5,226,0,5,211442,10,0,0
Spd_RF2_60_119_1203,0,317,0,5,66,0,5,204075,10,0,0
Spd_RF2_60_71_1011,8.9,1,0,11,0,0,2.1,24193,10,0,0
Spd_RF2_60_71_1019,12,132,0,14,0,0,2,27734,10,0,0
Spd_RF2_60_71_1027,10.57,1,0,13,1,0,2.43,422609,10,0,0
Spd_RF2_60_71_1035,9.47,1,0,12,0,0,2.53,455376,10,0,0
Spd_RF2_60_71_1043,14.08,1,0,15,1,0,0.92,1,0,1,0
Spd_RF2_60_83_1051,4.18,1,0,9,151,0,4.82,419349,10,0,0
Spd_RF2_60_83_1059,4.67,239,0,8,39,0,3.33,295602,10,0,0
Spd_RF2_60_83_1067,6,326,0,9,4,0,3,248418,10,0,0
Spd_RF2_60_83_1075,7,182,0,11,0,0,4,290488,10,0,0
Spd_RF2_60_83_1083,6,193,0,9,2,0,3,202108,10,0,0
Spd_RF2_60_95_1091,2,310,0,8,10,0,6,156345,10,0,0
Spd_RF2_60_95_1099,2,404,0,7,85,0,5,245731,10,0,0
Spd_RF2_60_95_1107,0,168,0,5,138,0,5,223612,10,0,0
Spd_RF2_60_95_1115,5,158,0,8,0,0,3,155453,10,0,0
Spd_RF2_60_95_1123,2,222,0,6,0,0,4,172754,10,0,0
Spd_RF2_80_106_1451,6.27,1,0,12,1,0,5.73,175949,10,0,0
Spd_RF2_80_106_1459,10,584,0,13,0,0,3,121610,10,0,0
Spd_RF2_80_106_1467,8,2791,0,14,0,0,6,139889,10,0,0
Spd_RF2_80_106_1475,10,357,0,13,0,0,3,136225,10,0,0
Spd_RF2_80_106_1483,8.25,1,0,13,0,0,4.75,8867,10,0,0
Spd_RF2_80_120_1491,4,252,0,11,4,0,7,103653,10,0,0
Spd_RF2_80_120_1499,4,277,0,11,8,0,7,181229,10,0,0
Spd_RF2_80_120_1507,5,280,0,9,0,0,4,207239,10,0,0
Spd_RF2_80_120_1515,5,620,0,12,0,0,7,167313,10,0,0
Spd_RF2_80_120_1523,6,412,0,12,0,0,6,177677,10,0,0
Spd_RF2_80_133_1531,1,278,0,8,0,0,7,124616,10,0,0
Spd_RF2_80_133_1539,2,166,0,9,102,0,7,89114,10,0,0
Spd_RF2_80_133_1547,1,262,0,8,1,0,7,102031,10,0,0
Spd_RF2_80_133_1555,2,184,0,8,11,0,6,89788,10,0,0
Spd_RF2_80_133_1563,5,286,0,10,69,0,5,98276,10,0,0
Spd_RF2_80_147_1571,0,241,0,6,0,0,6,93059,10,0,0
Spd_RF2_80_147_1579,3,200,0,7,1980,0,4,90320,10,0,0
Spd_RF2_80_147_1587,1,263,0,9,0,0,8,102663,10,0,0
Spd_RF2_80_147_1595,1,171,0,8,0,0,7,80479,10,0,0
Spd_RF2_80_147_1603,1,171,0,8,0,0,7,84835,10,0,0
Spd_RF2_80_93_1411,13.67,1,0,16,130,0,2.33,212167,10,0,0
Spd_RF2_80_93_1419,13.53,1,0,16,151,0,2.47,25462,10,0,0
Spd_RF2_80_93_1427,16,122,0,17,197,0,1,364584,10,0,0
Spd_RF2_80_93_1435,13.13,1,0,17,0,0,3.87,508011,10,0,0
Spd_RF2_80_93_1443,13.9,1,0,17,1,0,3.1,465763,10,0,0
,,,,,,,,,,6,
